0:2508 1423 12219 24790 11022 10011 14681 22889
0:25873 18532 16793 3131 7364 15069 17105 15453
0:15615 865 19865 3690 6071 24870 11718 904
0:1888 21086 20710 15094 1926 2320 8648 21827
0:16694 19659 4196 17536 18541 19633 2719 24377
0:19111 9222 18532 19092 23764 9431 13926 24941
0:24764 18253 16793 25873 10942 1012 8628 20823
0:1888 15053 3958 17239 20823 22027 8865 4754
0:16793 4839 6226 25873 16986 11022 1926 13599
0:19590 9571 13389 25873 22119 8628 25940 21073
0:20710 1888 8257 17616 5788 13303 6175 23113
0:2219 6181 13467 8865 20823 25103 5550 715
0:13129 6181 13467 10950 24427 18532 25873 1012
0:7584 8648 19633 2571 21485 1012 5095 17107
0:10942 13713 16557 18253 22516 9511 856 11314
0:21637 16694 18116 322 4839 16793 13599 3625
0:17036 22889 6175 5165 14227 11574 15407 16694
0:2571 8865 1888 20593 15143 9510 17699 16413
0:11679 13389 19590 8628 25225 8576 400 24882
0:9511 8407 8628 8084 10669 5165 22889 25001
0:22889 17036 25652 14227 10950 25873 11530 5165
0:138 24142 10317 15791 11936 10324 1919 24401
0:17487 8865 15053 8257 9511 19092 4754 21681
0:15137 11022 13599 5550 715 7874 3265 23242
0:21710 20710 3016 8257 8648 1888 15833 21076
0:15069 2571 15407 24090 9357 10324 25181 5273
0:23337 12025 97 14108 4710 11530 15228 20043
0:10950 19111 7732 6226 2248 20654 11008 12025
0:4196 5788 19111 19092 12007 2248 5331 1474
0:15615 17674 19865 6071 3690 24592 24870 865
0:19659 13389 400 19590 25940 13879 6916 2248
0:16793 15407 2248 2671 4839 6916 11530 15615
1:11314 2248 13599 24128 10669 16793 322 18440
0:22889 7584 4196 16413 2248 21131 19633 11995
0:16914 24554 15053 19844 19959 7584 8257 17275
0:21170 16719 10683 16846 24398 13776 17487 16351
0:20823 6181 8865 13858 13467 13604 10011 24764
0:25873 19590 715 24554 7120 10627 2248 15137
0:15984 17036 3084 13036 20043 2943 3566 1012
0:17487 4754 24639 10324 8257 19248 21076 2571
0:10669 2248 9511 4196 22889 10107 15094 23313
0:16793 17857 23313 17107 21508 4839 16914 23507
0:6226 19111 16496 20468 7209 4754 23646 2248
0:15053 16793 20468 18440 16986 17710 21147 2533
0:22889 20242 9778 19590 9495 12550 3704 5788
0:7584 16793 16413 4839 23507 22889 11825 8217
0:8257 13303 20710 5513 16793 17674 21130 13786
0:10546 9063 1823 9599 9853 3625 15949 5240
0:21073 5788 19590 9571 10669 12007 16793 21508
0:25873 24427 9357 12025 9222 2808 21710 13129
0:19111 8257 5788 23646 9357 3898 22119 24561
0:8257 16694 14108 2248 4196 15407 10627 19659
1:10143 19824 6916 2671 16900 15069 4710 16694
0:8648 22889 24553 13218 6205 16413 15053 7732
0:15833 13467 5513 6282 22027 15542 22889 18141
0:6226 25873 6181 24764 10942 1012 16793 10950
0:4754 25873 17487 5273 5982 9571 21681 8865
0:24142 10942 17699 10324 14681 3958 4055 24427
0:23313 10942 8084 1012 24764 9511 10107 21076
0:25707 21827 19754 22854 8331 21086 15542 8576
0:13578 20593 12025 18440 11825 9571 7584 2248
0:21131 21637 21086 12007 20202 4936 3131 19959
0:18532 16694 19111 715 14227 19633 17036 22388
0:5788 19590 8325 4710 3898 18876 20710 16408
0:25873 9222 10942 9571 24431 15453 1022 25418
0:1888 16793 11022 8648 25873 2083 4839 18541
0:7584 19345 3907 11995 4936 1250 18374 9778
0:19633 10669 21086 1586 7731 23356 15833 15094
0:8648 19590 22889 9222 3704 19659 13331 22516
0:16793 4839 25873 4419 2316 24764 1926 7584
0:11977 15407 21073 3989 24790 16793 9511 15833
0:22854 6045 24456 2762 21086 20307 19754 11175
0:16694 19345 17487 6092 14842 10779 10809 8257
0:13599 3131 10669 24128 2248 13926 16951 1926
0:9222 24431 12099 25418 6774 10117 22790 9495
0:19590 16694 25485 18328 21637 21073 9571 19659
0:24431 9222 16175 25555 15069 9357 24882 25225
0:22889 16694 19590 9571 6092 5273 8257 9535
0:19555 2671 1888 19754 13599 1905 19590 18630
0:7120 2248 20307 4545 24013 19111 4196 1423
0:19111 265 138 8257 17487 13467 7209 21508
0:16694 19360 3866 322 3566 8141 22889 19470
0:9222 5982 4754 8865 17699 24431 5273 4710
0:8257 13786 5513 9511 2248 13303 20710 14108
0:19092 5273 10627 3958 3612 8865 24431 14681
0:8257 15069 19111 2248 15053 20468 4545 3898
0:12098 10669 5582 3898 18532 11745 6914 18440
0:16846 18139 12680 11257 16771 20202 13776 22003
0:16846 20202 13765 16771 14760 12680 193 11257
0:18541 1012 19590 13129 3704 8628 24882 2571
0:16793 21073 18532 8865 3958 24431 22455 15796
0:4534 24142 2581 16951 23113 1888 8331 1926
0:21170 17487 24398 16876 16719 97 24128 17710
0:16413 4196 2248 2581 8648 22516 19659 25181
0:17487 15833 20202 13467 16694 15094 6175 265
0:3907 3131 19590 400 2571 10011 22119 3084
0:2571 8257 714 3704 20307 19111 10627 21710
1:22889 16694 8628 24553 18583 17071 4196 8257
0:17487 19092 9357 3898 5788 8628 24790 25958
0:8257 21710 2248 8628 4196 10669 3898 15094
0:21508 16557 22516 10990 15796 16008 19111 9778
0:12025 19590 23337 4080 25096 22388 11530 24090
0:15094 12922 1423 21827 7874 20694 10669 5165
1:22889 5338 17487 22516 5513 5982 9495 16914
0:18541 17487 8865 3131 24431 5982 4754 1888
0:19633 19959 14748 23055 17710 3871 24398 2660
0:2248 4196 9252 17487 23383 17887 8628 7120
1:12025 11008 14498 22388 7584 22516 19865 20043
0:16793 3866 4839 21170 18543 3907 1926 18876
0:2248 4196 18440 6226 11740 6916 16408 17856
0:5550 715 8648 506 7874 22354 193 13465
0:19754 21827 5217 16125 18033 11574 12922 15094
0:6106 3131 2571 17487 21170 25873 24128 5808
0:16694 10627 15407 25873 17036 715 8628 5273
0:17699 5982 24142 10324 3905 5777 11936 23058
0:8257 4754 17487 12025 5440 9495 10669 6282
0:18328 22233 21673 20593 23337 9571 17216 12219
0:12100 22516 11314 16557 10990 17216 23337 714
0:25873 7584 16694 12552 8865 8257 17036 3566
0:25181 13599 3476 19633 11314 7584 25664 18532
0:10732 265 15069 4936 17856 24116 21711 3871
0:24142 9859 8331 2581 15791 15069 12607 23336
0:20654 20468 19111 22233 7209 267 16675 24553
0:9222 19590 25418 24431 12099 5273 22889 9571
0:13292 16793 16846 16771 455 25854 5788 9416
1:19590 2248 4196 400 24554 19360 23641 19751
0:21086 10669 16413 22854 4545 15094 24456 23641
0:16175 25555 15094 8257 4080 25096 5788 9576
0:21170 10950 15453 12219 19111 16175 25555 21710
0:19470 9063 5240 24456 18116 3897 9599 22889
0:22204 19754 13389 16175 25555 22119 5196 25940
0:9599 9063 15949 25217 16694 1823 5240 23832
0:23947 13809 16793 25485 19111 22119 21637 23990
0:9511 1888 8257 8628 10296 19254 4055 12219
0:22889 19751 17848 8648 17036 25652 1012 22516
0:19754 12100 4545 20654 10669 2531 16319 24377
0:14252 523 8331 2581 24142 25664 8576 23336
0:22889 24553 21637 20202 23337 16793 24764 4936
0:7874 715 5550 7285 15137 6198 1736 16694
0:21076 2674 1506 2660 16125 15894 19633 12025
0:3907 3131 19590 400 2571 10011 22119 3084
0:20015 25217 13331 16557 17848 11314 2658 11844
0:15053 8865 4754 15094 17487 22027 13290 17239
0:20043 4936 97 20593 17107 17036 15407 5273
0:16793 10027 10942 8407 9511 15069 24431 17293
0:1888 13599 23055 15094 18532 10669 21086 15053
0:19590 21076 24882 12025 23460 2571 2674 24090
0:19865 15615 6071 3690 19486 865 24592 24870
0:13922 24553 5273 23058 15069 19754 18532 17107
0:1414 13599 11022 19345 2671 20593 322 400
0:16793 4839 13599 7584 11022 23925 22889 21710
0:13292 16793 16846 16771 455 25854 5788 9416
0:714 8865 9547 22027 17188 18033 2531 13036
0:20823 17487 13604 19092 16496 6181 13858 13467
0:22735 8257 10324 23058 24142 8628 10942 10107
1:5129 16694 6226 6916 17856 2581 21147 24116
0:12025 23337 12112 22388 17487 4560 5788 7584
0:18328 11314 17216 12680 16694 22388 3205 25217
0:20593 21637 3131 23990 20043 6914 16793 17036
0:19633 19229 7584 20043 10011 9567 12922 629
1:21710 17487 25873 7120 7444 17275 5582 9431
0:16793 18033 21086 22854 13341 4839 7584 21076
0:1474 24790 2248 4196 19092 13926 15094 23507
0:16793 4839 15796 10669 2533 9778 13926 2478
0:11530 19590 8628 4545 11825 8257 14108 18033
0:19590 9778 16413 17819 7584 10779 3476 715
0:8865 21906 5649 9547 2531 10467 11503 20823
0:2571 8257 17487 8865 16583 16694 15407 11021
0:9197 5582 18543 12922 5513 8257 25418 265
0:13467 6181 16413 25485 20823 21170 15453 24377
0:13599 17487 18532 24431 12219 9357 97 22233
0:23337 12025 19590 22388 14108 9431 8257 3704
1:17036 1046 18532 22889 8257 22516 13036 8865
0:16694 19633 13926 19659 3237 3301 21637 4196
0:6092 8865 9535 19092 11021 21681 24427 17487
0:1888 16793 19590 10011 4839 2083 17108 1926
0:22233 13130 714 13467 2571 25096 18328 12219
2:13389 25940 1905 9571 10942 23646 19590 21073
0:13599 11022 2671 15228 24501 2478 18500 3476
0:2671 22889 24561 16694 2936 18583 23242 11995
0:24427 15053 17487 18532 24377 24431 8865 24639
0:5331 2671 6205 9222 20823 18328 10994 24431
0:13599 11022 2671 15228 24501 2478 18500 3476
0:6705 715 16694 7874 5550 16583 21147 2248
0:15053 8865 2531 18134 5986 4533 21147 17487
0:21827 2674 15094 14498 22854 19754 21673 25707
0:25707 21827 19754 22854 8331 21086 15542 8576
0:19111 17036 13129 1586 1250 17710 24553 3016
0:8382 19345 7091 19092 6226 10950 2248 20710
0:13226 6226 22889 24456 24142 7120 7732 2248
1:17487 21170 24427 9222 19092 9357 25873 16793
0:10627 9778 13926 16408 1275 17107 11175 2642
0:903 23058 10324 7444 24142 15069 138 8325
0:19360 400 21637 20202 15407 15615 16694 16793
0:18524 10324 24142 23058 138 11936 8865 11503
0:25664 2581 22453 8331 523 24142 22119 6774
0:20654 16694 21170 21147 16175 25555 25103 7731
0:18184 22889 6092 9535 12552 5582 19345 16694
0:15094 3898 11740 17710 265 24398 9197 16694
0:19590 7584 10568 3907 17819 4754 4394 9778
0:10950 24427 25873 1012 15453 13129 6226 21765
0:10669 6282 15094 16793 1926 20593 19754 12098
0:22233 18529 12219 27 17487 9431 714 8141
0:7584 11530 22516 3476 8648 193 11008 23849
0:13129 6181 13467 10950 24427 18532 25873 1012
0:4493 17710 2248 15094 24142 18328 24398 11574
1:4710 22889 5788 23337 2671 19360 4080 16914
0:13599 11022 2671 15228 24501 2478 18500 3476
0:2571 1888 9357 20593 15407 17105 9431 8865
0:16125 19633 1506 9567 17924 15894 21076 6198
0:4754 17487 25664 3958 10335 2671 23242 19248
0:17819 12025 3907 4754 24142 25664 14842 17710
0:2671 13599 6916 18500 15228 19555 2248 24561
0:22027 4545 4710 15053 24398 15094 18033 2671
0:19590 18328 9571 13578 5788 12025 18583 25958
0:9567 19633 715 17710 12922 16125 1121 19229
0:8166 13599 2719 2478 9510 25664 16021 15228
0:2248 4196 8257 4754 7584 2762 17487 19659
0:16175 25555 20654 15053 7209 1919 7732 5649
1:14461 22854 21827 21673 2248 15094 20694 6916
0:24142 15791 10324 23058 138 8331 12614 11936
0:19590 16694 11530 10779 25873 8628 8865 15069
0:6226 2248 16496 24116 10011 265 6916 15296
0:24744 2248 8257 15833 5513 25001 22889 12025
0:20823 6181 8865 13858 13467 13604 10011 24764
0:13599 10324 1888 11022 17699 5777 16793 18737
0:8648 1888 18541 7732 20710 24431 21710 9981
3:25873 15069 8865 17487 16175 25555 10942 16557
0:15143 19824 17536 17036 21212 10143 14227 16175
0:18939 15407 13130 13599 17699 17487 1506 22233
0:16846 16771 14760 20202 193 11257 22003 3386
0:13599 18532 25181 25485 21710 6181 16793 11314
0:8648 16413 17487 4805 15069 18532 17848 12982
0:13599 25181 24501 25664 16694 22516 15228 1304
0:21827 17449 25707 2581 24398 22854 15542 16482
0:7732 8865 23836 13389 15053 16021 25652 14227
0:21086 22022 15094 21827 18033 22854 19754 12922
0:24142 15791 2581 10324 23058 11936 5982 138
0:15407 16694 1506 14688 9716 25181 19659 400
0:16694 8257 21183 5165 15407 17036 23641 19740
0:21513 22516 25217 18571 11175 11844 10990 11008
0:23055 24398 2638 17487 20694 18583 16351 15542
1:25664 523 1304 2581 2478 13599 15228 8331
0:2248 18440 6226 16793 11314 2571 24128 6916
0:14498 21827 12025 7584 18328 21673 9547 15094
1:22889 5513 23337 15542 15833 18541 15143 10143
0:16021 12025 13599 15137 3131 14842 8166 8865
1:15137 11022 13599 5550 715 7874 3265 23242
0:13599 19111 16793 1888 1926 2671 18500 2533
1:16719 21710 21170 12025 17710 16793 138 19111
0:16125 19633 1506 9567 17924 15894 21076 6198
0:11745 18440 6914 17616 12098 8648 16988 14339
0:1888 20710 22889 16413 23113 8865 11022 10568
0:17107 2571 5273 24431 8576 25225 715 8217
0:16793 2571 6226 21076 24431 8217 16260 2674
0:2571 17487 8648 1888 15053 5165 24116 18541
0:24553 4936 20593 25103 17036 3131 13465 22026
0:16975 19590 8628 9571 1905 3907 13389 23990
2:6916 10669 20654 13599 3476 13926 12098 18532
0:12250 25873 12552 7820 18184 17036 3131 6914
0:12025 22388 12112 23337 11008 16557 2943 20043
0:97 21170 20043 21827 17487 24398 10467 23405
0:16694 19633 19590 7584 17036 21637 715 3476
0:22388 12025 18033 5788 4080 17487 4560 23337
0:2943 7874 17036 19229 6226 7209 8217 16260
1:20694 24398 17487 15094 23055 17710 21170 19633
0:15094 16125 21827 19633 12219 18583 17487 16694
0:16793 20710 8217 16260 6071 20043 18541 8257
0:3016 11008 24553 2762 2671 9511 1414 22889
0:24456 3989 2248 2660 4196 2571 21076 16793
0:14227 22889 17036 15094 18532 5165 7732 4545
0:3131 17616 25873 19111 21170 715 12872 1506
0:17036 14227 22889 21086 19659 1586 25652 8257
0:20810 10942 13389 22119 3907 8628 4545 400
0:8257 16389 10669 2316 24790 3898 5165 2248
0:15053 1888 2248 9222 2671 13389 8648 3554
0:19865 15615 865 3690 6071 24870 17674 24592
0:17036 8865 11503 13036 51 18977 9547 2531
0:715 16694 9881 6705 17071 6198 2571 22889
0:16793 24427 9222 13389 21073 5331 10627 15796
1:19111 22388 21170 12025 715 1506 17906 21710
0:4200 16793 23313 10942 2674 23507 3958 24764
0:10779 17036 17487 7584 8648 2571 3476 5582
0:7584 22889 23337 4936 24553 19959 13467 19865
0:15296 6226 16408 265 16496 4394 16694 17856
0:16793 8257 7584 15833 3989 4839 6282 20043
0:25664 22889 18328 11022 24142 9495 6916 22119
0:16793 19754 15069 8257 5977 2248 17239 13467
0:9222 7309 25418 4394 22889 5273 12099 15137
0:16900 10143 15143 19824 2248 21212 16694 4936
0:19865 21170 10436 15615 6071 15053 24592 2336
0:13599 11022 2671 15228 24501 2478 18500 3476
0:17487 21170 22889 16719 16876 4805 12219 17848
0:12025 519 1888 9571 8648 18328 18766 22889
0:8648 715 7242 1888 16694 7874 6181 3265
0:17487 24427 523 10950 9222 10169 5788 16413
0:16793 7584 322 2571 4839 8217 16260 19633
0:22889 17699 16793 24142 851 18541 15833 22518
0:22388 20043 21170 10994 18328 20593 15228 19229
0:13467 20848 6181 15453 10950 265 24427 13129
0:15615 19865 6071 11718 3690 865 24870 17674
0:1888 4055 2083 10296 10011 8865 12550 8648
0:19754 16793 21827 4839 22854 11314 5977 2172
0:20043 20593 16951 1012 25485 17710 6226 97
0:15094 19229 12922 21827 19345 21086 24882 19633
0:5788 17239 15796 15833 25664 22889 9778 21508
0:8628 2248 23242 9571 11008 4196 18583 19092
0:18532 15094 21086 5788 21710 21170 13129 9571
0:11022 13599 3335 15137 2719 24501 17487 21170
0:8865 20823 17487 2671 24142 15053 1888 10011
0:18532 25873 19889 6181 13467 9357 18033 13129
0:11008 9664 23337 4080 9571 9222 22889 24561
0:16846 16771 17895 14760 20202 11257 13776 193
0:6916 25418 2248 2671 9495 6226 9222 5129
0:9222 22889 12079 8865 24427 23507 23608 5273
0:19111 193 13389 6226 9222 24356 5550 12552
0:25873 15053 5165 19111 18532 7209 4545 7732
0:17616 4019 12922 2571 23507 21130 14099 1121
0:193 7732 15053 11008 23608 8648 24554 2005
0:21797 17036 13036 12025 19865 51 9547 11503
0:23764 15453 12025 19092 3131 15184 16793 5788
0:17487 19092 13599 2533 24882 4560 85 10627
0:1905 13389 25940 23990 16975 22119 18328 3907
0:12841 25873 5582 15542 12552 19633 16125 19487
0:9222 19590 25418 22790 24431 9495 12099 13243
0:16793 400 16413 7584 4839 22854 23498 19229
0:17487 21170 22889 16719 16876 4805 12219 17848
0:10994 10304 5331 10942 2671 1905 16793 12219
0:9357 24882 1905 25225 5273 23990 19092 227
1:17487 19754 15053 24398 23055 23641 15094 16482
0:2248 19590 4196 11530 10950 12025 8648 18440
0:8628 19590 23242 8257 9571 16975 16694 23990
0:4754 24427 24554 16793 11530 6916 10950 21076
0:2248 18440 15094 21710 15053 10669 4196 1888
0:16694 17036 16413 19959 23313 21086 20710 8865
0:21086 14681 16125 18583 5788 1012 21710 16694
0:1022 15053 17487 24427 24377 24639 8865 18134
1:17487 22889 4754 4196 20823 8257 16496 17539
0:1888 14914 20710 8648 23113 382 9981 16512
0:8648 6198 19633 17487 715 16125 9567 11314
0:2581 16413 523 8331 24427 400 25424 8576
0:1888 14914 20710 8648 23113 382 9981 16512
0:10942 16557 17906 11314 22516 13389 16625 10990
0:9285 19590 16771 16846 9571 14760 193 5788
0:523 21073 2581 25664 8331 8576 23336 25424
0:17036 24427 715 15053 2581 7421 8865 23393
1:15615 19865 24592 6071 17674 865 3690 24870
0:8419 12922 1823 19633 1121 11574 15407 17710
0:10669 6282 15094 16793 1926 20593 19754 12098
0:22889 17275 7584 23540 13467 15833 19268 17036
0:16496 6226 16694 265 267 15296 20823 21711
0:12219 17487 15053 16175 25555 8257 10296 2316
0:8257 19754 15542 265 4754 2248 18033 9197
0:11867 18541 8648 17819 6226 15833 6282 17674
0:10950 17487 16125 20654 16694 24455 7066 19111
0:2248 7731 23398 4196 13926 7732 20064 3476
0:20064 2943 20043 2248 7731 25968 7732 19590
0:19754 20202 16793 21637 21170 16413 2005 25652
0:7584 11008 15053 22388 2762 13467 7732 18541
0:5273 9222 25418 24431 22790 13599 19345 12099
0:273 1888 19092 10809 3905 8648 3131 9576
0:3386 193 16846 16771 11257 14760 455 22003
0:15053 15407 8865 4560 18033 3958 21681 24427
0:19633 11440 1823 2674 8648 15894 7874 3265
0:1888 3907 3131 9981 14914 3905 7584 4839
0:19111 7209 25968 2248 20162 23646 1888 7120
0:19590 16694 9571 8628 8865 715 10779 22889
0:13599 10335 11022 2527 24501 22566 25854 22889
0:16694 17036 715 22388 19633 19229 20043 21170
0:255 16793 10950 19345 20043 9511 8257 23242
0:1888 8865 15053 3871 17487 21086 10779 14914
0:17036 16694 2581 25424 8865 18524 715 17188
0:17487 12025 22889 2571 9431 24431 3704 7584
0:5129 15053 24427 20468 17487 17710 21170 24377
0:22119 8576 3907 19590 5891 9571 24142 21073
0:24561 22889 4545 18033 11530 23646 11008 3898
0:17487 8865 15053 2533 13303 5165 16482 1022
0:21710 18541 11314 11953 8217 16260 13331 15833
0:15407 24553 6205 13465 4936 18328 4080 9357
0:2671 25664 15228 17710 24501 6226 2248 7584
1:7584 21508 17487 265 15069 17275 6175 23540
0:15069 16175 25555 5165 12025 15094 8398 1423
0:16793 21710 23925 19633 4839 7584 22889 3907
0:16914 22889 7732 12025 4710 10950 15053 23337
0:19590 9222 11530 9571 2248 8257 19659 8628
1:8353 13926 13467 22027 193 19092 2533 6181
0:15407 20064 19360 25873 18532 3958 10800 9357
1:2847 22889 2478 19590 3704 267 13467 6205
0:8257 2571 20710 8628 3898 22233 4545 25096
0:1888 13599 16793 4839 2533 1926 13926 20593
0:18532 25873 19889 6181 13467 9357 18033 13129
1:12025 11314 22388 2571 8257 7584 18541 16557
0:8257 25873 13599 15069 16793 14108 12279 22889
0:8257 21710 5788 2248 12025 4196 19590 3898
0:12387 17036 1888 16694 8865 8648 715 19633
0:16793 11825 18532 7584 19754 17036 4839 13389
0:19633 12922 15894 16125 1823 9567 17710 6270
0:16694 19856 21147 16408 2248 6226 6916 5129
0:17487 21710 9599 13599 16694 138 20202 25217
0:10467 21827 16694 2531 97 8865 25181 15258
0:8865 8257 3898 15053 18328 2527 18583 2316
0:2248 2671 13389 6226 16496 9571 20468 4754
0:14108 10627 3281 193 15069 22516 4196 24882
0:23337 20202 22889 16694 21637 25485 22388 24533
0:17487 3958 8865 10027 5331 17699 5273 24431
0:18532 3476 22889 11314 18440 13599 19111 25181
0:8257 22889 15833 15542 3016 786 22027 19754
0:8865 903 21681 17699 24427 25001 13303 16175
0:24456 19633 4754 21086 11953 9778 6705 3989
0:5165 18630 4545 15094 2571 6092 8398 25873
0:17248 715 16694 20654 20307 6705 5550 3907
0:25958 24554 8257 9571 23242 4196 5982 10950
0:23608 3898 25031 193 21147 13129 7874 21086
0:23383 2248 12552 400 6226 4196 10011 15894
0:13341 25873 23836 21170 10324 16793 1506 7209
0:24764 22455 9511 5788 16793 10942 18253 25873
0:20089 21086 15833 16793 3989 22027 11953 23356
0:17907 13599 11022 21170 1414 2248 322 8628
0:10324 24142 23058 7444 24321 138 15069 15791
0:22889 19297 8865 4754 20823 21681 19345 13464
0:2571 14108 25181 11314 10627 12219 16557 13599
0:19633 2320 18532 16793 2674 13599 12922 23641
0:24882 25225 24398 15094 1423 4214 22854 12922
0:23313 10942 8084 1012 24764 9511 10107 21076
0:6774 10117 9222 24431 12099 25418 2581 1423
0:16793 19229 13341 10950 20654 19111 20951 23608
0:22516 10204 17036 3016 22889 11503 21673 16694
0:9222 21170 15053 17710 20468 24427 13389 17856
0:19590 6226 5788 13467 7584 24639 12025 20043
0:138 24142 10324 23058 16719 17487 24401 19959
0:16694 21637 23337 19229 8628 17616 25485 5513
0:17487 9222 22889 21765 3704 25958 15833 23242
0:2248 4196 8648 22889 18541 17071 4754 13331
1:13599 12093 7874 19754 18532 3476 21827 20884
0:24142 10324 15791 24191 23058 12614 7444 11936
0:19590 5788 9571 8628 9778 3907 19926 20043
1:22889 16793 2316 24377 14227 21710 17036 17216
1:19590 21916 20043 9778 400 17036 23242 5788
1:16694 10467 9547 21827 8865 18524 17036 21673
0:5165 18532 19111 13389 19555 4545 6181 1905
0:15053 17036 18532 7732 21170 14227 16694 25652
0:18532 5788 7584 19111 22388 7120 21710 20043
0:10304 10994 12219 523 15542 3898 19754 25707
0:22889 15094 18532 19754 15069 21827 19659 11995
0:13599 25911 11022 6181 2478 10335 1414 25854
0:2248 4196 12025 2571 5165 18440 15069 22889
0:17216 22516 11314 9416 16557 18328 16008 16846
0:3295 6226 19590 17487 10011 10324 1542 8628
0:3405 13467 6181 22119 24377 8865 2478 22233
0:21486 9599 9063 1823 15949 23832 16203 2248
0:24989 19590 8865 12552 1275 11021 5788 10942
0:15094 17036 15894 14227 25652 6071 25968 12922
0:849 4936 1888 20593 24553 382 14914 18766
0:11745 18440 6914 17616 12098 8648 16988 14339
0:21170 15053 14227 18532 17487 22889 15094 17036
0:19633 18532 11825 22889 25181 2320 5513 13599
0:1506 6226 7209 7820 4754 10324 715 19111
0:9571 17487 8628 10627 19092 193 5273 25958
0:10627 5273 19590 1275 4936 20043 25215 23990
0:19865 15615 865 3690 6071 24870 17674 24592
0:18532 17487 15053 19111 21170 16719 16846 20162
0:9222 8865 18630 12219 23608 18328 25958 11817
1:16694 20202 21637 15407 400 13879 4936 18328
0:15094 15069 19833 22889 18328 15407 16175 25555
0:21170 10069 21508 17710 12219 715 24398 10950
0:15053 11314 24427 20654 16876 2005 4545 24377
0:7584 1250 3016 16719 11008 2762 19345 19555
0:5095 8576 1888 17487 3704 8331 3131 25225
0:13339 15143 3690 865 6071 15615 19865 20593
0:8865 5649 25103 849 13465 22027 8820 15053
0:17487 2671 24427 15053 24377 16793 3554 2316
0:22233 13130 714 13467 2571 25096 18328 12219
0:11314 18532 6226 8648 23419 20043 18440 18541
0:4754 715 16793 10324 21508 10011 1506 9014
0:15053 16175 25555 23646 12025 17539 19360 8865
0:16694 22889 6092 8865 9535 18184 14227 20593
0:9778 19590 10627 1275 16408 12550 18374 13926
0:17487 21170 22889 16719 16876 4805 12219 17848
0:227 5788 19590 9357 18532 25485 1012 23419
0:4353 12025 15053 7732 21147 22388 11008 13389
0:8257 7732 7120 24554 13341 11867 6282 18532
0:10568 7584 12922 3907 23925 2248 4839 20710
1:16694 17036 715 6705 5129 5550 9599 9853
0:17487 16876 21170 24398 15053 16351 3131 4419
0:25103 6181 13467 7874 5550 24553 715 22233
0:17907 13599 11022 21170 1414 2248 322 8628
0:20202 24553 15094 6641 12922 19229 22614 21637
0:9222 24431 6774 10117 25418 12099 9495 5449
1:13599 16793 4839 8865 1414 2671 25181 24501
0:8865 24554 15053 20654 17036 3131 25652 15137
0:19229 16793 7732 16125 16413 13389 6916 10942
0:7874 715 5550 15094 15137 8648 6705 6181
0:21647 19865 8865 865 24870 12219 15615 714
0:10809 19092 3131 2571 4754 6092 15407 17710
0:21478 17487 1888 8628 5982 19092 8865 12552
1:4839 25664 13599 11022 2671 16793 23925 7584
0:25476 1423 12219 16413 23608 16694 10107 12007
0:10779 2571 8648 7584 16413 13537 4839 16793
0:19590 3704 21508 7584 17710 9778 19633 13926
0:13389 25940 1905 9571 10942 19590 21073 23990
0:16694 17036 19740 10627 18532 25096 24553 11175
0:2571 25096 9109 10779 10809 14415 8257 715
0:15280 24142 10324 23058 13599 138 11936 12007
1:17106 17216 22516 19959 16557 18328 1888 11314
1:15407 9865 22889 19633 24090 12541 3958 12100
0:24142 13389 5982 2671 4710 5273 15791 5977
0:23990 19590 1905 8628 13389 22119 3907 2674
0:12025 7584 22388 22889 19633 2571 18541 23337
0:16694 19590 8628 8257 1506 20202 16125 4080
0:8865 2571 19633 6270 18541 24431 8648 8217
0:22233 4545 15053 16175 25555 14227 5440 714
0:16793 17819 21076 23507 10324 21508 19590 3989
0:10627 24090 14681 4196 18532 3989 15407 19659
0:15069 5165 12025 21710 25873 4080 25958 24090
0:18532 14552 6181 6226 10011 25485 13467 21170
0:16793 4839 3131 20654 21131 15184 20238 13339
0:4754 4196 22889 11995 8648 24554 23608 9778
0:2248 4196 18440 6226 11740 6916 16408 17856
0:11314 17674 19633 5513 15833 16793 10669 8257
0:4936 24553 4394 265 849 12189 20593 9571
0:2248 7120 2943 4196 7731 19590 23641 3566
0:6226 7584 16793 11314 23925 5196 19111 25485
0:21170 19111 19633 19229 16175 25555 17710 9567
1:15069 25873 2248 10027 18737 12552 18766 10324
0:13389 25940 1905 9571 10942 19590 21073 23990
0:10627 25181 9778 25873 16694 16793 21827 3989
0:17036 7732 24427 17105 10950 21710 13218 9431
0:6198 715 8648 16694 19590 16125 5550 7874
0:7120 2248 20307 4545 24013 19111 4196 1423
0:6916 9495 2671 3262 20593 15791 18328 4196
0:7364 25873 22854 24398 9778 21086 2533 6181
0:12025 11008 19590 22388 24431 1022 17487 24639
0:2674 23990 8576 8628 12922 15094 10942 3566
0:22889 21710 17487 10351 455 22516 3281 15829
0:25664 523 1304 2581 2478 13599 15228 8331
0:9222 24431 24427 17487 16793 12099 25418 9357
0:20593 24553 13578 400 18328 4936 1414 17105
0:25103 21170 18500 20064 6916 19959 17487 5550
0:6774 10117 9222 24431 12099 25418 1423 2581
0:17487 18328 3205 16846 20202 13776 455 12680
1:715 19590 9571 8648 8576 19345 21073 24427
0:3228 10546 19633 1823 8419 3625 9853 12922
0:5129 16694 6226 6916 17856 2581 21147 24116
0:17487 12025 21710 18541 21076 14154 2762 7584
